file	line	section	value	status	guarded_by	model_dep	hint	context
archive/DASHBOARD_BUILD_LOG.md	295	12.6	0.8009	VALUE_ONLY	nb3_validation_and_plots.py:7.3 per-family macro AUC	y		Each tab carries its own n and macro: *disease* → 668 / 0.8230, *family* → 503 / 0.8009.
archive/DASHBOARD_BUILD_LOG.md	300	12.6	129,253	ORPHAN		y		drivers for all 129,253 scored rows. Aggregating gives an empirical importance ranking over all 14
archive/DASHBOARD_BUILD_LOG.md	305	12.6	76,487	ORPHAN				| 1 | `ppi_evidence_depth` | 76,487 | | 8 | `gene_n_pathways` | 4,666 |
archive/DASHBOARD_BUILD_LOG.md	305	12.6	4,666	ORPHAN				| 1 | `ppi_evidence_depth` | 76,487 | | 8 | `gene_n_pathways` | 4,666 |
archive/DASHBOARD_BUILD_LOG.md	306	12.6	46,643	ORPHAN				| 2 | `ppi_multi_source_frac` | 46,643 | | 9 | `ppi_adamic_adar` | 3,220 |
archive/DASHBOARD_BUILD_LOG.md	306	12.6	3,220	ORPHAN				| 2 | `ppi_multi_source_frac` | 46,643 | | 9 | `ppi_adamic_adar` | 3,220 |
archive/DASHBOARD_BUILD_LOG.md	307	12.6	46,382	ORPHAN				| 3 | `dwpc_GBGD` | 46,382 | | 10 | `prox_closest` | 2,550 |
archive/DASHBOARD_BUILD_LOG.md	307	12.6	2,550	ORPHAN				| 3 | `dwpc_GBGD` | 46,382 | | 10 | `prox_closest` | 2,550 |
archive/DASHBOARD_BUILD_LOG.md	308	12.6	23,204	ORPHAN				| 4 | `dwpc_GPGD` | 23,204 | | 11 | `ppi_jaccard` | 2,167 |
archive/DASHBOARD_BUILD_LOG.md	308	12.6	2,167	ORPHAN				| 4 | `dwpc_GPGD` | 23,204 | | 11 | `ppi_jaccard` | 2,167 |
archive/DASHBOARD_BUILD_LOG.md	309	12.6	21,802	ORPHAN				| 5 | `prox_kernel` | 21,802 | | 12 | `dwpc_GGD` | 1,148 |
archive/DASHBOARD_BUILD_LOG.md	309	12.6	1,148	ORPHAN				| 5 | `prox_kernel` | 21,802 | | 12 | `dwpc_GGD` | 1,148 |
archive/DASHBOARD_BUILD_LOG.md	310	12.6	19,180	ORPHAN				| 6 | `dwpc_GFGD` | 19,180 | | 13 | `shared_pathway_frac` | 111 |
archive/DASHBOARD_BUILD_LOG.md	311	12.6	10,857	ORPHAN				| 7 | `gene_ppi_degree` | 10,857 | | 14 | `ppi_common_neighbors_z` | 89 |
archive/DASHBOARD_BUILD_LOG.md	341	12.7	0.9188	ORPHAN				| hematologic cancer | 29 | 0.9188 | largest panel in the project |
archive/DASHBOARD_BUILD_LOG.md	342	12.7	0.9272	ORPHAN				| breast cancer | 19 | 0.9272 | the spine; the subtype-resolution story |
archive/DASHBOARD_BUILD_LOG.md	343	12.7	0.9312	ORPHAN				| lung cancer | 17 | 0.9312 | the morphological-subtype *failure*, in-panel |
archive/DASHBOARD_BUILD_LOG.md	344	12.7	0.9309	ORPHAN				| sarcoma | 13 | 0.9309 | a rare-disease shape |
archive/DASHBOARD_BUILD_LOG.md	345	12.7	0.9233	ORPHAN				| salivary gland cancer | 11 | 0.9233 | small, high-quality |
archive/DASHBOARD_BUILD_LOG.md	346	12.7	0.8577	ORPHAN				| **anemia** | 9 | 0.8577 | **not cancer** |
archive/DASHBOARD_BUILD_LOG.md	347	12.7	0.8345	ORPHAN				| **epilepsy syndrome** | 7 | 0.8345 | **not cancer, not oncology-adjacent** |
archive/DASHBOARD_BUILD_LOG.md	383	12.7	0.9365	VALUE_ONLY	nb4_results_three_axes.py:8.10 HER2+ AUC			| HER2+ breast | 599 | 0.9365 | [0.923, 0.950] |
archive/DASHBOARD_BUILD_LOG.md	383	12.7	0.923	ORPHAN				| HER2+ breast | 599 | 0.9365 | [0.923, 0.950] |
archive/DASHBOARD_BUILD_LOG.md	383	12.7	0.950	ORPHAN				| HER2+ breast | 599 | 0.9365 | [0.923, 0.950] |
archive/DASHBOARD_BUILD_LOG.md	384	12.7	0.9043	ORPHAN				| breast adenocarcinoma | 53 | 0.9043 | [0.850, 0.959] |
archive/DASHBOARD_BUILD_LOG.md	384	12.7	0.850	ORPHAN				| breast adenocarcinoma | 53 | 0.9043 | [0.850, 0.959] |
archive/DASHBOARD_BUILD_LOG.md	384	12.7	0.959	ORPHAN				| breast adenocarcinoma | 53 | 0.9043 | [0.850, 0.959] |
archive/DASHBOARD_BUILD_LOG.md	385	12.7	0.8411	ORPHAN				| ER-negative breast | 14 | 0.8411 | [0.712, 0.971] |
archive/DASHBOARD_BUILD_LOG.md	385	12.7	0.712	ORPHAN				| ER-negative breast | 14 | 0.8411 | [0.712, 0.971] |
archive/DASHBOARD_BUILD_LOG.md	385	12.7	0.971	ORPHAN				| ER-negative breast | 14 | 0.8411 | [0.712, 0.971] |
archive/DASHBOARD_BUILD_LOG.md	386	12.7	0.8949	ORPHAN				| **triple-negative breast** | **8** | 0.8949 | **[0.749, 1.041]** |
archive/DASHBOARD_BUILD_LOG.md	386	12.7	0.749	ORPHAN				| **triple-negative breast** | **8** | 0.8949 | **[0.749, 1.041]** |
archive/DASHBOARD_BUILD_LOG.md	386	12.7	1.041	ORPHAN				| **triple-negative breast** | **8** | 0.8949 | **[0.749, 1.041]** |
archive/DASHBOARD_BUILD_LOG.md	388	12.7	1.041	ORPHAN		y		**TNBC's upper bound is 1.041 — impossible for an AUC.** That single fact demonstrates the point better
archive/DASHBOARD_BUILD_LOG.md	428	12.8	12,272	ORPHAN				| 3 | Funnel as a Sankey | ⚠ **prototype before committing.** The last stage is 38 of 12,272 — 0.3% — which re
archive/DASHBOARD_BUILD_LOG.md	428	12.8	0.3	VALUE_ONLY	nb3b_hub_bias_meter.py:7.2 champion rho(degree,proba)			| 3 | Funnel as a Sankey | ⚠ **prototype before committing.** The last stage is 38 of 12,272 — 0.3% — which re
archive/DASHBOARD_BUILD_LOG.md	445	12.9	0.002	VALUE_ONLY	nb3_validation_and_plots.py:7.4 orthogonality pearson r	y		| Orthogonality (r = +0.002) | **act 2** — the AUC spread | *"a high AUC in act 2 does not buy therapeutic rel
archive/DASHBOARD_BUILD_LOG.md	448	12.9	0.9354	ORPHAN				| The 0.9354 lookup | **act 2** | *"this is why act 2 led with a distribution and not a score"* |
archive/DASHBOARD_BUILD_LOG.md	481	12.11	2.9	ORPHAN		y		1. **`2.9×` degree-matched at top-10 is unguarded and matches no current estimator.** The guarded
archive/DASHBOARD_BUILD_LOG.md	482	12.11	3.29	VALUE_ONLY	nb4_results_three_axes.py:8.4 pooled dm lift @10	y		assertions in `nb4` §8.4 are **pooled 3.29× at K=10** and **2.42× at K=200**, with **macro 3.11× at
archive/DASHBOARD_BUILD_LOG.md	482	12.11	2.42	VALUE_ONLY	nb4_results_three_axes.py:8.4 pooled dm lift @200	y		assertions in `nb4` §8.4 are **pooled 3.29× at K=10** and **2.42× at K=200**, with **macro 3.11× at
archive/DASHBOARD_BUILD_LOG.md	482	12.11	3.11	VALUE_ONLY	nb4_results_three_axes.py:8.4 macro dm lift @10	y		assertions in `nb4` §8.4 are **pooled 3.29× at K=10** and **2.42× at K=200**, with **macro 3.11× at
archive/DASHBOARD_BUILD_LOG.md	492	12.11	1,247	ORPHAN				4. **Counting seven node sources overstates the claim.** `MONDO_grouped` (1,247) is a grouping we
archive/DASHBOARD_BUILD_LOG.md	514	13.1	129,253	ORPHAN				| `shap_driver_frequency` | **Prepare** (split ", " → strip " (…)" → fold to rows) → **Group** | all 129,253 r
archive/DASHBOARD_BUILD_LOG.md	530	13.2	27,153	ORPHAN				27,153 disease nodes
archive/DASHBOARD_BUILD_LOG.md	531	13.2	1,157	ORPHAN				└── 1,157 eligible (module_size ≥ 20 — the seed gate)
archive/DASHBOARD_BUILD_LOG.md	532	13.2	25,996	ORPHAN				└── 25,996 EXCLUDED (95.7%): fewer than 20 curated gene associations
archive/DASHBOARD_BUILD_LOG.md	532	13.2	95.7	ORPHAN				└── 25,996 EXCLUDED (95.7%): fewer than 20 curated gene associations
archive/DASHBOARD_BUILD_LOG.md	534	13.2	3,380,853	VALUE_ONLY	nb2_splitting_and_pool.py:5.2 GGD rows			GGD 3,380,853 ┐
archive/DASHBOARD_BUILD_LOG.md	535	13.2	5,373,706	VALUE_ONLY	nb2_splitting_and_pool.py:5.2 GPGD rows			GPGD 5,373,706├─► pool 6,754,128 (1.89% positive) ─┬─► train 2,187,862 (383 diseases)
archive/DASHBOARD_BUILD_LOG.md	535	13.2	6,754,128	VALUE_ONLY	nb2_splitting_and_pool.py:5.2 pool rows			GPGD 5,373,706├─► pool 6,754,128 (1.89% positive) ─┬─► train 2,187,862 (383 diseases)
archive/DASHBOARD_BUILD_LOG.md	535	13.2	1.89	VALUE_ONLY	nb2_splitting_and_pool.py:5.2 pool positive rate %			GPGD 5,373,706├─► pool 6,754,128 (1.89% positive) ─┬─► train 2,187,862 (383 diseases)
archive/DASHBOARD_BUILD_LOG.md	535	13.2	2,187,862	ORPHAN				GPGD 5,373,706├─► pool 6,754,128 (1.89% positive) ─┬─► train 2,187,862 (383 diseases)
archive/DASHBOARD_BUILD_LOG.md	536	13.2	42,227	VALUE_ONLY	nb2_splitting_and_pool.py:5.2 GCD rows			GCD 42,227 ┘ ├─► validation 3,958,921 (670)
archive/DASHBOARD_BUILD_LOG.md	536	13.2	3,958,921	ORPHAN				GCD 42,227 ┘ ├─► validation 3,958,921 (670)
archive/DASHBOARD_BUILD_LOG.md	537	13.2	607,345	ORPHAN				└─► test 607,345 (104)
archive/DASHBOARD_BUILD_LOG.md	540	13.2	1,157	ORPHAN				`383 + 670 + 104 = 1,157` — the eligible count exactly. **The excluded branch is 95.7% of the disease
archive/DASHBOARD_BUILD_LOG.md	540	13.2	95.7	ORPHAN				`383 + 670 + 104 = 1,157` — the eligible count exactly. **The excluded branch is 95.7% of the disease
archive/DASHBOARD_BUILD_LOG.md	542	13.2	2,341	ORPHAN				widen (20 → 5 would admit 931 more diseases). A second, much smaller loss belongs beside it: of 2,341
archive/DASHBOARD_BUILD_LOG.md	543	13.2	98.5	VALUE_ONLY	nb2_splitting_and_pool.py:10.4 reachability ceiling %			curated targets in the audited diseases, **98.5% are reachable in the pool and 1.5% (34) are not**.
archive/DASHBOARD_BUILD_LOG.md	543	13.2	1.5	ORPHAN				curated targets in the audited diseases, **98.5% are reachable in the pool and 1.5% (34) are not**.
archive/DASHBOARD_BUILD_LOG.md	552	13.3	0.975	VALUE_ONLY	nb1_features_and_config.py:6.1 highest |rho| vs degree	y		**Do not.** `nb1` §6.1 records the highest |rho| between a model feature and node degree at **0.975**.
archive/DASHBOARD_BUILD_LOG.md	571	13.4	0.062	ORPHAN				| minimum | 0.062% |
archive/DASHBOARD_BUILD_LOG.md	572	13.4	0.319	ORPHAN				| 10th percentile | 0.319% |
archive/DASHBOARD_BUILD_LOG.md	573	13.4	0.774	ORPHAN				| median | 0.774% |
archive/DASHBOARD_BUILD_LOG.md	574	13.4	2.861	ORPHAN				| 90th percentile | 2.861% |
archive/DASHBOARD_BUILD_LOG.md	575	13.4	19.466	ORPHAN				| maximum | 19.466% |
archive/DASHBOARD_BUILD_LOG.md	578	13.4	0.06	ORPHAN		y		from a floor 312× higher than one at 0.06%. Comparing AUPRC across that population compares prevalence
archive/DASHBOARD_BUILD_LOG.md	585	13.4	1.89	VALUE_ONLY	nb2_splitting_and_pool.py:5.2 pool positive rate %	y		So the rule: **AUPRC only at a single fixed prevalence** (the pooled pool at 1.89%, where 0.1778 against
archive/DASHBOARD_BUILD_LOG.md	585	13.4	0.1778	ORPHAN		y		So the rule: **AUPRC only at a single fixed prevalence** (the pooled pool at 1.89%, where 0.1778 against
archive/DASHBOARD_BUILD_LOG.md	586	13.4	0.0189	ORPHAN		y		a 0.0189 floor means 9.4× chance). For per-disease precision use `rank_enrichment`, which is comparable
archive/DASHBOARD_BUILD_LOG.md	586	13.4	9.4	ORPHAN		y		a 0.0189 floor means 9.4× chance). For per-disease precision use `rank_enrichment`, which is comparable
archive/DASHBOARD_BUILD_LOG.md	634	13.7	0.0069	ORPHAN				| HER2+ | 599 | 0.0069 | 0.0070 |
archive/DASHBOARD_BUILD_LOG.md	634	13.7	0.0070	ORPHAN				| HER2+ | 599 | 0.0069 | 0.0070 |
archive/DASHBOARD_BUILD_LOG.md	635	13.7	0.0080	ORPHAN				| breast carcinoma | 864 | 0.0080 | 0.0081 |
archive/DASHBOARD_BUILD_LOG.md	635	13.7	0.0081	ORPHAN				| breast carcinoma | 864 | 0.0080 | 0.0081 |
archive/DASHBOARD_BUILD_LOG.md	636	13.7	0.0243	ORPHAN				| luminal A | 101 | 0.0243 | 0.0243 |
archive/DASHBOARD_BUILD_LOG.md	637	13.7	0.0250	ORPHAN				| parent term | 138 | 0.0250 | 0.0250 |
archive/DASHBOARD_BUILD_LOG.md	638	13.7	0.0660	ORPHAN				| ER-negative | 14 | 0.0660 | 0.0661 |
archive/DASHBOARD_BUILD_LOG.md	638	13.7	0.0661	ORPHAN				| ER-negative | 14 | 0.0660 | 0.0661 |
archive/DASHBOARD_BUILD_LOG.md	639	13.7	0.0745	ORPHAN				| triple-negative | 8 | 0.0745 | 0.0746 |
archive/DASHBOARD_BUILD_LOG.md	639	13.7	0.0746	ORPHAN				| triple-negative | 8 | 0.0745 | 0.0746 |
archive/DASHBOARD_BUILD_LOG.md	641	13.7	0.0001	ORPHAN		y		Every value agrees to ≤ 0.0001. The interval is therefore **pure arithmetic on `auc`, `n_pos` and
archive/DASHBOARD_BUILD_LOG.md	684	13.9	12,272	ORPHAN				| show all pairs for the disease (12,272 rows, virtualised) | **add** — replaces the top-15 slice |
archive/DASHBOARD_BUILD_LOG.md	731	14.1	3.16	VALUE_ONLY	nb6_interrogation_and_close.py:6.1 membrane receptor drug_lift			reads" pass would remove them. They carry the **entire act 6 punch line**: membrane receptor 3.16× vs
archive/DASHBOARD_BUILD_LOG.md	732	14.1	0.78	VALUE_ONLY	nb6_interrogation_and_close.py:6.1 membrane receptor assoc_lift			0.78×, LoF-intolerant 2.07× / 1.37×, liability 4.62×. Those numbers appear in the deck and **nothing
archive/DASHBOARD_BUILD_LOG.md	732	14.1	2.07	VALUE_ONLY	nb6_interrogation_and_close.py:6.1 lof_intolerant assoc_lift			0.78×, LoF-intolerant 2.07× / 1.37×, liability 4.62×. Those numbers appear in the deck and **nothing
archive/DASHBOARD_BUILD_LOG.md	732	14.1	1.37	VALUE_ONLY	nb6_interrogation_and_close.py:6.1 lof_intolerant drug_lift			0.78×, LoF-intolerant 2.07× / 1.37×, liability 4.62×. Those numbers appear in the deck and **nothing
archive/DASHBOARD_BUILD_LOG.md	732	14.1	4.62	VALUE_ONLY	nb6_interrogation_and_close.py:6.1 liability drug_lift			0.78×, LoF-intolerant 2.07× / 1.37×, liability 4.62×. Those numbers appear in the deck and **nothing
archive/DASHBOARD_BUILD_LOG.md	771	14.2	0.8230	VALUE_ONLY	nb3_validation_and_plots.py:10.1 macro per-disease AUC			**0.8230** (NaN-skipping over the 668 that score), it is produced by a **visual Prepare recipe**, and it
archive/DASHBOARD_BUILD_LOG.md	772	14.2	1,113	ORPHAN				already feeds `compute_persona_candidates`. The `_2` variant is a 1,113-row two-level Python output that
archive/DASHBOARD_BUILD_LOG.md	855	14.5	3.29	VALUE_ONLY	nb4_results_three_axes.py:8.4 pooled dm lift @10	y		| degree-matched enrichment | `tractability_axis` | pooled 3.29× @10, 2.42× @200; macro 3.11× @10; the estimat
archive/DASHBOARD_BUILD_LOG.md	855	14.5	2.42	VALUE_ONLY	nb4_results_three_axes.py:8.4 pooled dm lift @200	y		| degree-matched enrichment | `tractability_axis` | pooled 3.29× @10, 2.42× @200; macro 3.11× @10; the estimat
archive/DASHBOARD_BUILD_LOG.md	855	14.5	3.11	VALUE_ONLY	nb4_results_three_axes.py:8.4 macro dm lift @10	y		| degree-matched enrichment | `tractability_axis` | pooled 3.29× @10, 2.42× @200; macro 3.11× @10; the estimat
archive/DASHBOARD_BUILD_LOG.md	856	14.5	0.59	VALUE_ONLY	nb3b_hub_bias_meter.py:7.2 champion Q1 probability	y		| hub-bias meter | `scored_champion` | 0.59 → 0.79 by degree quintile, 17.3% → 57.0% |
archive/DASHBOARD_BUILD_LOG.md	856	14.5	0.79	VALUE_ONLY	nb3b_hub_bias_meter.py:7.2 champion Q5 probability	y		| hub-bias meter | `scored_champion` | 0.59 → 0.79 by degree quintile, 17.3% → 57.0% |
archive/DASHBOARD_BUILD_LOG.md	856	14.5	17.3	VALUE_ONLY	nb6_interrogation_and_close.py:5.2 Q1 predicted-positive %	y		| hub-bias meter | `scored_champion` | 0.59 → 0.79 by degree quintile, 17.3% → 57.0% |
archive/DASHBOARD_BUILD_LOG.md	856	14.5	57.0	VALUE_ONLY	nb6_interrogation_and_close.py:5.2 Q5 predicted-positive %	y		| hub-bias meter | `scored_champion` | 0.59 → 0.79 by degree quintile, 17.3% → 57.0% |
archive/DASHBOARD_BUILD_LOG.md	857	14.5	16.88	VALUE_ONLY	nb4_results_three_axes.py:8.3 approved lift@10	y		| novel discovery | `novel_discovery_eval` | approved 16.88× @10, 5.04× @200; investigational 8.85× @10 |
archive/DASHBOARD_BUILD_LOG.md	857	14.5	5.04	VALUE_ONLY	nb4_results_three_axes.py:8.3 approved lift@200	y		| novel discovery | `novel_discovery_eval` | approved 16.88× @10, 5.04× @200; investigational 8.85× @10 |
archive/DASHBOARD_BUILD_LOG.md	857	14.5	8.85	VALUE_ONLY	nb4_results_three_axes.py:8.3 investigational lift@10	y		| novel discovery | `novel_discovery_eval` | approved 16.88× @10, 5.04× @200; investigational 8.85× @10 |
archive/DASHBOARD_BUILD_LOG.md	858	14.5	21.32	VALUE_ONLY	nb4_results_three_axes.py:8.3 curated>=0.8 lift@10			| ground-truth provenance | `raw_ot_known_drug`, `known_drug_truth` | 82% multi-target, 8% single-target survi
archive/DASHBOARD_BUILD_LOG.md	859	14.5	0.002	VALUE_ONLY	nb3_validation_and_plots.py:7.4 orthogonality pearson r	y		| orthogonality | `validation_auc_by_disease` × `drug_target_benchmark` | r = +0.002, R² = 0.0000 |
archive/DASHBOARD_BUILD_LOG.md	859	14.5	0.0000	VALUE_ONLY	nb2_splitting_and_pool.py:5.4 	y		| orthogonality | `validation_auc_by_disease` × `drug_target_benchmark` | r = +0.002, R² = 0.0000 |
archive/DASHBOARD_BUILD_LOG.md	860	14.5	3.16	VALUE_ONLY	nb6_interrogation_and_close.py:6.1 membrane receptor drug_lift	y	hist	| **the three refuted gates** | **`tractability_lift`, `safety_lift`** | **3.16× / 0.78×, 2.07× / 1.37×, 4.62×
archive/DASHBOARD_BUILD_LOG.md	860	14.5	0.78	VALUE_ONLY	nb6_interrogation_and_close.py:6.1 membrane receptor assoc_lift	y	hist	| **the three refuted gates** | **`tractability_lift`, `safety_lift`** | **3.16× / 0.78×, 2.07× / 1.37×, 4.62×
archive/DASHBOARD_BUILD_LOG.md	860	14.5	2.07	VALUE_ONLY	nb6_interrogation_and_close.py:6.1 lof_intolerant assoc_lift	y	hist	| **the three refuted gates** | **`tractability_lift`, `safety_lift`** | **3.16× / 0.78×, 2.07× / 1.37×, 4.62×
archive/DASHBOARD_BUILD_LOG.md	860	14.5	1.37	VALUE_ONLY	nb6_interrogation_and_close.py:6.1 lof_intolerant drug_lift	y	hist	| **the three refuted gates** | **`tractability_lift`, `safety_lift`** | **3.16× / 0.78×, 2.07× / 1.37×, 4.62×
archive/DASHBOARD_BUILD_LOG.md	860	14.5	4.62	VALUE_ONLY	nb6_interrogation_and_close.py:6.1 liability drug_lift	y	hist	| **the three refuted gates** | **`tractability_lift`, `safety_lift`** | **3.16× / 0.78×, 2.07× / 1.37×, 4.62×
archive/DASHBOARD_BUILD_LOG.md	862	14.5	0.9354	ORPHAN				| the lookup-table slide | `drug_target_benchmark` | 0.9354 vs the trained model |
archive/DASHBOARD_BUILD_LOG.md	892	14.6	2,882	ORPHAN				**succeeded with 672 rows instead of 2,882**, because its inputs were still being written. A join
archive/DASHBOARD_BUILD_LOG.md	996	16	113,391	ORPHAN				| **A1** | `graph_node_type_counts` | 8 | Group | sums to 113,391 |
archive/DASHBOARD_BUILD_LOG.md	997	16	113,391	ORPHAN				| | `graph_node_source_counts` | 7 | Group | sums to 113,391 |
archive/DASHBOARD_BUILD_LOG.md	998	16	2,851,510	ORPHAN				| | `graph_relation_counts` | 18 | Group | sums to 2,851,510 |
archive/DASHBOARD_BUILD_LOG.md	999	16	520,380	ORPHAN				| | `graph_ppi_provenance` | 7 | Group + pre-filter | sums to **520,380** — proves the filter fired |
archive/DASHBOARD_BUILD_LOG.md	1000	16	323,786	ORPHAN				| | `graph_label_evidence` | 3 | Group + pre-filter | sums to **323,786** |
archive/DASHBOARD_BUILD_LOG.md	1001	16	0.0001	ORPHAN				| **A2** | `validation_auc_ci` | 670 | **Prepare, Hanley–McNeil in GREL** | every documented `auc_se` to ≤0.00
archive/DASHBOARD_BUILD_LOG.md	1001	16	1.0410	ORPHAN				| **A2** | `validation_auc_ci` | 670 | **Prepare, Hanley–McNeil in GREL** | every documented `auc_se` to ≤0.00
archive/DASHBOARD_BUILD_LOG.md	1003	16	25,996	ORPHAN				| | `disease_eligibility` | 2 | Group | **25,996 / 1,157** |
archive/DASHBOARD_BUILD_LOG.md	1003	16	1,157	ORPHAN				| | `disease_eligibility` | 2 | Group | **25,996 / 1,157** |
